101.0234	460
113.0233	232
113.028	106.66666
161.0446	126.66666
350.3135	73.333336
391.2972	108
393.3204	69.333336
417.2823	53.333332
423.3278	66.666664
432.4293	89.333336
439.3135	236
440.3241	72
469.3283	96
485.3316	82.666664
487.3409	2789.3333
488.3429	1050.6666
489.3504	200
500.7438	52
501.3539	197.33333
509.3157	93.333336
527.5637	68
529.3297	57.333332
529.3535	648
530.3605	165.33333
649.1777	53.333332
649.3017	85.333336
649.394	66073.336
649.5224	61.333332
649.7874	102.66666
650.1645	100
650.3956	24993.334
651.3986	4305.3335
652.4027	905.33331
654.0636	60
654.1191	57.333332
663.3435	80
663.4102	557.33331
664.4067	246.66667
691.4002	1285.3334
691.4216	53.333332
692.4085	601.33331
693.4114	116
722.4136	60
740.9599	65.333336
